zcta,name,city,county,state,median_hh_income,median_age,total_households,total_pop,male_pop,pop_25plus,bachelors,masters,professional,doctorate
00601,ZCTA5 00601,Adjuntas,Adjuntas,PR,17526,44.0,5341,16834,8337,12295,1773,237,23,23
00602,ZCTA5 00602,Aguada,Aguada,PR,20260,45.2,12777,37642,18405,28321,4767,1181,69,109
00603,ZCTA5 00603,Aguadilla,Aguadilla,PR,17703,45.0,19624,49075,23813,36307,6001,2132,414,337
00606,ZCTA5 00606,Maricao,Maricao,PR,19603,46.2,1948,5590,2723,4118,287,129,0,0
00610,ZCTA5 00610,Anasco,Anasco,PR,22796,44.4,8781,25542,12317,19085,3199,846,151,17
00611,ZCTA5 00611,Angeles,Utuado,PR,22525,48.1,523,1315,667,1019,179,39,0,18
00612,ZCTA5 00612,Arecibo,Arecibo,PR,22305,44.4,23286,63312,29745,46409,9930,2232,297,617
00616,ZCTA5 00616,Bajadero,Arecibo,PR,23652,46.7,3150,9625,4515,7396,1329,187,24,53
00617,ZCTA5 00617,Barceloneta,Barceloneta,PR,20328,42.6,8234,22573,10709,16397,2960,796,0,52
00622,ZCTA5 00622,Boqueron,Cabo Rojo,PR,22818,50.2,2996,7577,3334,6112,956,361,10,59
00623,ZCTA5 00623,Cabo Rojo,Cabo Rojo,PR,23132,45.4,14572,39406,18869,29115,6425,1268,276,535
00624,ZCTA5 00624,Penuelas,Penuelas,PR,20101,40.1,7344,21648,10612,15095,3202,425,33,54
00627,ZCTA5 00627,Camuy,Camuy,PR,23263,44.5,11585,32733,15525,24290,3630,1141,53,353
00631,ZCTA5 00631,Castaner,Lares,PR,15658,42.1,480,1431,616,1100,273,59,0,0
00636,ZCTA5 00636,Rosario,San German,PR,-666666666,29.7,262,1057,576,577,102,23,0,21
00637,ZCTA5 00637,Sabana Grande,Sabana Grande,PR,20568,45.1,7265,22882,10634,16145,3310,615,85,81
00638,ZCTA5 00638,Ciales,Ciales,PR,19796,45.6,5814,17605,8553,13117,1663,238,31,83
00641,ZCTA5 00641,Utuado,Utuado,PR,17673,45.9,8854,24299,11497,17971,3093,607,134,52
00646,ZCTA5 00646,Dorado,Dorado,PR,31330,42.5,12006,35926,17389,25704,5841,1655,709,271
00647,ZCTA5 00647,Ensenada,Guanica,PR,17143,46.4,1844,4702,2285,3191,434,40,9,8
00650,ZCTA5 00650,Florida,Florida,PR,20363,41.1,5245,13767,6578,9756,1625,210,106,13
00652,ZCTA5 00652,Garrochales,Arecibo,PR,26148,44.5,1412,3924,1799,2947,672,153,0,0
00653,ZCTA5 00653,Guanica,Guanica,PR,13777,44.7,3627,8980,4460,6567,639,235,5,1
00656,ZCTA5 00656,Guayanilla,Guayanilla,PR,21456,44.9,6429,18121,8610,13307,2475,662,52,66
00659,ZCTA5 00659,Hatillo,Hatillo,PR,23899,44.7,13061,37066,17719,27842,5857,1793,213,345
00660,ZCTA5 00660,Hormigueros,Hormigueros,PR,22556,48.9,6084,15483,7162,11905,2671,622,106,47
00662,ZCTA5 00662,Isabela,Isabela,PR,20283,44.3,14067,40480,19481,30227,5882,1660,171,172
00664,ZCTA5 00664,Jayuya,Jayuya,PR,17966,41.9,5056,14967,7355,10589,1669,431,44,20
00667,ZCTA5 00667,Lajas,Lajas,PR,16889,47.4,8259,23370,11400,17674,2824,544,82,90
00669,ZCTA5 00669,Lares,Lares,PR,18838,44.5,9997,27529,13676,20357,2967,991,9,111
00670,ZCTA5 00670,Las Marias,Las Marias,PR,16644,44.0,2702,8746,4297,6194,913,132,14,43
00674,ZCTA5 00674,Manati,Manati,PR,20088,44.0,14691,39385,18322,28883,5110,1274,246,205
00676,ZCTA5 00676,Moca,Moca,PR,20160,42.2,12956,36683,17935,26407,4663,1130,163,235
00677,ZCTA5 00677,Rincon,Rincon,PR,26404,48.7,5741,15304,7080,11840,2152,436,31,152
00678,ZCTA5 00678,Quebradillas,Quebradillas,PR,19558,44.4,9059,25039,12401,18679,2815,783,14,169
00680,ZCTA5 00680,Mayaguez,Mayaguez,PR,16535,45.6,17577,43173,20875,30792,5398,1426,283,482
00682,ZCTA5 00682,Mayaguez,Mayaguez,PR,17385,38.0,12077,30414,14278,19482,3724,1213,446,628
00683,ZCTA5 00683,San German,San German,PR,18132,46.9,10904,29547,14266,21913,3813,822,160,349
00685,ZCTA5 00685,San Sebastian,San Sebastian,PR,17481,45.7,14312,40346,19505,29680,4720,1141,78,236
00687,ZCTA5 00687,Morovis,Morovis,PR,22282,41.5,9810,28659,14190,20557,2995,657,41,154
00688,ZCTA5 00688,Sabana Hoyos,Arecibo,PR,17273,42.5,3950,11478,5948,8499,1417,173,28,59
00690,ZCTA5 00690,San Antonio,Aguadilla,PR,23343,36.6,2063,5781,2785,3910,860,172,31,16
00692,ZCTA5 00692,Vega Alta,Vega Alta,PR,25289,41.4,11968,33302,15999,23934,3764,1379,79,405
00693,ZCTA5 00693,Vega Baja,Vega Baja,PR,23791,43.9,20435,55570,26566,40596,7751,1851,299,171
00694,ZCTA5 00694,Vega Baja,Vega Baja,PR,-666666666,73.7,52,98,52,98,0,12,0,0
00698,ZCTA5 00698,Yauco,Yauco,PR,19818,45.6,12264,33506,15911,24887,5212,1158,180,334
00703,ZCTA5 00703,Aguas Buenas,Aguas Buenas,PR,23045,44.1,8993,24475,11773,17526,2690,409,56,131
00704,ZCTA5 00704,Aguirre,Guayama,PR,19845,31.7,2443,6831,3275,4441,757,49,13,108
00705,ZCTA5 00705,Aibonito,Aibonito,PR,22679,45.7,8909,24401,11649,18225,2740,1036,27,345
00707,ZCTA5 00707,Maunabo,Maunabo,PR,21765,46.0,3904,10487,5168,7976,744,348,13,8
00714,ZCTA5 00714,Arroyo,Arroyo,PR,18496,41.9,6246,15797,7286,11341,2249,514,0,59
00715,ZCTA5 00715,Mercedita,Ponce,PR,16250,54.2,780,2040,1037,1468,110,40,6,0
00716,ZCTA5 00716,Ponce,Ponce,PR,20184,46.7,11547,27166,12174,20164,4967,1268,477,577
00717,ZCTA5 00717,Ponce,Ponce,PR,14164,44.9,6678,15029,6447,10639,2440,758,184,142
00718,ZCTA5 00718,Naguabo,Naguabo,PR,20414,39.7,8138,23289,10914,16428,2771,854,15,105
00719,ZCTA5 00719,Naranjito,Naranjito,PR,20533,42.4,8692,29523,14827,21486,3049,716,1,144
00720,ZCTA5 00720,Orocovis,Orocovis,PR,16751,41.2,6514,20816,10378,14821,2078,483,45,40
00723,ZCTA5 00723,Patillas,Patillas,PR,20967,47.2,6222,15978,7657,12088,1571,746,56,25
00725,ZCTA5 00725,Caguas,Caguas,PR,25786,44.8,30818,77244,35626,57037,12155,3358,579,798
00727,ZCTA5 00727,Caguas,Caguas,PR,33678,42.8,20011,53258,24879,39164,10298,3762,863,891
00728,ZCTA5 00728,Ponce,Ponce,PR,21239,40.4,13069,38590,19493,27201,5588,1328,177,395
00729,ZCTA5 00729,Canovanas,Canovanas,PR,26978,41.9,16661,47826,22725,34785,6430,2113,221,306
00730,ZCTA5 00730,Ponce,Ponce,PR,17517,44.4,12950,32267,15359,23605,4613,1566,339,550
00731,ZCTA5 00731,Ponce,Ponce,PR,16944,47.9,3924,10473,5076,8076,1329,223,32,67
00735,ZCTA5 00735,Ceiba,Ceiba,PR,23125,46.0,4234,11164,5311,8377,1503,217,47,89
00736,ZCTA5 00736,Cayey,Cayey,PR,27158,44.4,17707,45867,22104,34124,6694,1964,76,533
00738,ZCTA5 00738,Fajardo,Fajardo,PR,24643,44.2,11898,30093,13946,22085,5124,1120,196,138
00739,ZCTA5 00739,Cidra,Cidra,PR,24887,42.8,12418,34678,16543,25138,4830,1475,58,437
00740,ZCTA5 00740,Puerto Real,Fajardo,PR,18784,34.0,718,2034,981,1338,293,0,0,0
00741,ZCTA5 00741,Punta Santiago,Humacao,PR,23821,47.1,1338,3627,1615,2767,464,45,11,10
00745,ZCTA5 00745,Rio Grande,Rio Grande,PR,26189,43.8,16232,47494,22776,35044,7210,1594,86,191
00751,ZCTA5 00751,Salinas,Salinas,PR,20241,45.3,7550,19570,9486,14456,2162,593,32,45
00754,ZCTA5 00754,San Lorenzo,San Lorenzo,PR,19528,43.7,13364,36576,17827,27094,3543,1371,180,188
00757,ZCTA5 00757,Santa Isabel,Santa Isabel,PR,22764,40.6,7182,20048,9623,14132,2957,640,73,145
00765,ZCTA5 00765,Vieques,Vieques,PR,17062,45.3,2608,8199,4179,6017,406,153,0,316
00766,ZCTA5 00766,Villalba,Villalba,PR,22511,43.1,7808,22053,10664,15600,2749,466,60,90
00767,ZCTA5 00767,Yabucoa,Yabucoa,PR,20126,45.7,11808,30779,14844,22827,3395,651,102,50
00769,ZCTA5 00769,Coamo,Coamo,PR,20236,44.5,12770,34374,16657,25697,4608,923,56,343
00771,ZCTA5 00771,Las Piedras,Las Piedras,PR,23343,42.8,12150,34964,16657,25679,4872,1975,107,29
00772,ZCTA5 00772,Loiza,Loiza,PR,17209,42.8,6408,17316,8107,12446,1338,171,15,0
00773,ZCTA5 00773,Luquillo,Luquillo,PR,22585,44.5,6800,17716,8285,13012,2065,629,23,238
00775,ZCTA5 00775,Culebra,Culebra,PR,25483,44.6,447,1186,657,812,116,11,0,0
00777,ZCTA5 00777,Juncos,Juncos,PR,26052,39.9,13415,37726,17924,26774,4557,1205,69,80
00778,ZCTA5 00778,Gurabo,Gurabo,PR,39484,41.2,14840,40476,19029,29369,6847,1950,767,383
00780,ZCTA5 00780,Coto Laurel,Ponce,PR,26075,39.6,4779,13908,6709,9379,1959,736,41,237
00782,ZCTA5 00782,Comerio,Comerio,PR,16221,41.2,5239,18639,9299,13580,1707,417,9,95
00783,ZCTA5 00783,Corozal,Corozal,PR,21701,41.8,10736,34205,16575,24568,3929,1043,72,65
00784,ZCTA5 00784,Guayama,Guayama,PR,19199,40.6,14239,35917,17784,25806,4045,1383,145,221
00786,ZCTA5 00786,La Plata,Aibonito,PR,-666666666,61.3,86,154,72,128,0,0,0,0
00791,ZCTA5 00791,Humacao,Humacao,PR,26002,46.0,16741,46537,22051,34490,5858,1887,422,332
00794,ZCTA5 00794,Barranquitas,Barranquitas,PR,21278,39.4,8964,28335,13914,19902,3713,675,36,88
00795,ZCTA5 00795,Juana Diaz,Juana Diaz,PR,22579,41.9,14607,42900,20289,30840,6081,1631,211,215
00901,ZCTA5 00901,San Juan,San Juan,PR,27926,46.0,3302,8220,4400,6671,1457,717,457,315
00906,ZCTA5 00906,San Juan,San Juan,PR,-666666666,35.2,78,148,80,130,8,45,30,16
00907,ZCTA5 00907,San Juan,San Juan,PR,40293,50.7,8521,16607,8240,13957,4358,1968,1760,558
00909,ZCTA5 00909,San Juan,San Juan,PR,25778,41.6,2500,5260,2537,3748,909,300,160,61
00911,ZCTA5 00911,San Juan,San Juan,PR,38125,48.5,3724,7087,3542,5660,1803,761,567,176
00912,ZCTA5 00912,San Juan,San Juan,PR,27026,48.1,2800,5955,2695,4703,1263,364,176,170
00913,ZCTA5 00913,San Juan,San Juan,PR,6449,28.0,3090,7068,2999,3999,713,161,87,75
00915,ZCTA5 00915,San Juan,San Juan,PR,12963,42.8,10638,24713,11449,17200,1942,182,120,126
00917,ZCTA5 00917,San Juan,San Juan,PR,17086,49.2,8211,18544,8466,14337,2547,1117,422,99
00918,ZCTA5 00918,San Juan,San Juan,PR,35000,44.4,7980,15976,7065,12471,4267,1599,1372,492
00920,ZCTA5 00920,San Juan,San Juan,PR,28562,45.0,7117,17293,8058,13131,3516,897,139,204
00921,ZCTA5 00921,San Juan,San Juan,PR,21419,41.8,13998,33555,15083,24124,4935,1626,271,587
00923,ZCTA5 00923,San Juan,San Juan,PR,18389,43.6,10487,24760,11175,17634,2807,973,258,257
00924,ZCTA5 00924,San Juan,San Juan,PR,21046,41.5,19698,47080,20859,33365,6650,2178,739,580
00925,ZCTA5 00925,San Juan,San Juan,PR,13016,41.7,2763,5556,2937,4045,913,380,115,92
00926,ZCTA5 00926,San Juan,San Juan,PR,38432,45.3,36983,93751,42020,70076,21123,7948,3510,2746
00927,ZCTA5 00927,San Juan,San Juan,PR,40213,48.2,6265,13766,6110,10579,3950,1648,917,514
00934,ZCTA5 00934,Fort Buchanan,Bayamon,PR,-666666666,32.3,28,128,84,74,30,10,0,0
00949,ZCTA5 00949,Toa Baja,Toa Baja,PR,31500,42.0,25533,68031,31291,49597,11075,2708,472,420
00950,ZCTA5 00950,Toa Baja,Toa Baja,PR,-666666666,-666666666.0,0,0,0,0,0,0,0,0
00951,ZCTA5 00951,Toa Baja,Toa Baja,PR,21354,46.2,123,298,151,221,28,19,0,0
00952,ZCTA5 00952,Sabana Seca,Toa Baja,PR,19392,51.6,3138,8168,4066,6306,819,50,5,58
00953,ZCTA5 00953,Toa Alta,Toa Alta,PR,32957,40.8,22376,66079,31605,47473,9828,2624,307,540
00956,ZCTA5 00956,Bayamon,Bayamon,PR,27243,44.0,24889,65841,31057,49036,10256,2288,359,433
00957,ZCTA5 00957,Bayamon,Bayamon,PR,28240,44.1,15345,41009,18142,29988,6754,1610,249,207
00959,ZCTA5 00959,Bayamon,Bayamon,PR,31603,42.3,18030,47721,21365,34624,8912,2505,480,371
00960,ZCTA5 00960,Bayamon,Bayamon,PR,-666666666,36.1,0,3405,3394,3052,71,0,0,17
00961,ZCTA5 00961,Bayamon,Bayamon,PR,34141,46.8,11572,29271,13728,22437,5572,1802,594,422
00962,ZCTA5 00962,Catano,Catano,PR,18478,41.0,7634,19614,9183,13998,1825,320,70,54
00965,ZCTA5 00965,Guaynabo,Guaynabo,PR,15872,45.4,2044,5148,2373,3934,418,59,0,0
00966,ZCTA5 00966,Guaynabo,Guaynabo,PR,51732,49.3,6507,16451,7673,12468,5090,1636,995,462
00968,ZCTA5 00968,Guaynabo,San Juan,PR,55132,57.3,1834,3554,1433,3038,1318,496,311,163
00969,ZCTA5 00969,Guaynabo,Guaynabo,PR,55929,45.0,15537,41784,19288,32157,10815,4325,1832,1538
00971,ZCTA5 00971,Guaynabo,Guaynabo,PR,31484,47.1,9593,26430,13222,20513,4299,1231,321,334
00976,ZCTA5 00976,Trujillo Alto,Trujillo Alto,PR,35661,44.4,23447,61638,28440,45738,12162,3210,892,893
00979,ZCTA5 00979,Carolina,San Juan,PR,34705,52.7,8770,16890,8412,13819,4258,1508,673,447
00982,ZCTA5 00982,Carolina,San Juan,PR,24244,44.3,5727,13876,6186,10065,2335,438,79,93
00983,ZCTA5 00983,Carolina,Carolina,PR,30595,42.2,12773,31816,14140,22811,5389,1118,238,280
00985,ZCTA5 00985,Carolina,Carolina,PR,33270,47.7,12400,32265,14346,24791,5322,1189,134,74
00987,ZCTA5 00987,Carolina,Carolina,PR,36396,41.1,20134,54109,24952,39185,10856,2896,440,522
01001,ZCTA5 01001,Agawam,Hampden,MA,73398,45.9,6611,16045,7872,12264,2676,1282,225,164
01002,ZCTA5 01002,Cushman,Hampshire,MA,74265,26.4,8782,22992,11654,11848,2852,3341,380,2015
01003,ZCTA5 01003,Amherst,Hampshire,MA,-666666666,19.8,19,11989,5680,100,4,22,0,15
01005,ZCTA5 01005,Barre,Worcester,MA,97409,44.4,1681,4837,2230,3402,564,552,13,43
01007,ZCTA5 01007,Belchertown,Hampshire,MA,99500,44.0,6446,15368,7406,11373,2605,1847,279,388
01008,ZCTA5 01008,Blandford,Hampden,MA,93405,50.2,531,1231,620,964,193,95,28,3
01009,ZCTA5 01009,Bondsville,Hampden,MA,68510,31.1,307,699,364,494,167,21,0,0
01010,ZCTA5 01010,Brimfield,Hampden,MA,88438,45.5,1480,3699,2037,2743,820,265,34,19
01011,ZCTA5 01011,Chester,Hampden,MA,80640,47.1,512,1318,621,950,74,91,21,8
01012,ZCTA5 01012,Chesterfield,Hampshire,MA,73906,54.5,198,440,224,353,29,15,17,10
01013,ZCTA5 01013,Chicopee,Hampden,MA,62000,39.0,9350,22895,10639,15558,2302,1167,130,138
01020,ZCTA5 01020,Chicopee,Hampden,MA,67617,44.0,13311,30417,15394,22485,3191,1450,83,109
01022,ZCTA5 01022,Westover Afb,Hampden,MA,52207,39.3,1077,2144,953,1565,322,144,8,6
01026,ZCTA5 01026,Cummington,Hampshire,MA,83875,51.2,479,1073,572,822,226,138,60,39
01027,ZCTA5 01027,Mount Tom,Hampshire,MA,69337,47.5,8606,17711,8716,13760,3014,1994,226,278
01028,ZCTA5 01028,East Longmeadow,Hampden,MA,100610,43.7,5975,16273,7706,11388,2798,1504,360,256
01029,ZCTA5 01029,East Otis,Berkshire,MA,93125,56.8,241,527,328,420,92,18,20,19
01030,ZCTA5 01030,Feeding Hills,Hampden,MA,87324,46.1,4966,12561,6157,9081,1773,1043,112,87
01031,ZCTA5 01031,Gilbertville,Worcester,MA,51250,35.5,676,1697,939,1075,115,112,0,13
01032,ZCTA5 01032,Goshen,Hampshire,MA,88077,55.3,232,484,223,386,101,60,0,8
01033,ZCTA5 01033,Granby,Hampshire,MA,102248,48.3,2686,6096,3032,4748,1114,544,154,47
01034,ZCTA5 01034,Tolland,Hampden,MA,104583,50.2,843,2065,1065,1586,352,149,28,63
01035,ZCTA5 01035,Hadley,Hampshire,MA,112450,48.7,2323,5295,2476,4101,1466,619,78,328
01036,ZCTA5 01036,Hampden,Hampden,MA,110320,55.3,1971,4966,2477,3973,809,509,123,6
01037,ZCTA5 01037,Hardwick,Worcester,MA,78047,62.0,257,582,307,467,127,29,19,15
01038,ZCTA5 01038,Hatfield,Hampshire,MA,103125,48.5,1058,2469,1235,1807,634,257,26,45
01039,ZCTA5 01039,Haydenville,Hampshire,MA,109167,52.8,720,1728,730,1375,370,328,45,55
01040,ZCTA5 01040,Holyoke,Hampden,MA,49007,37.5,15112,38210,18805,25805,3618,1639,265,202
01050,ZCTA5 01050,Huntington,Hampshire,MA,84333,44.4,1102,2714,1336,1965,432,181,7,9
01053,ZCTA5 01053,Leeds,Hampshire,MA,60875,57.1,742,1885,900,1543,424,269,25,23
01054,ZCTA5 01054,Leverett,Franklin,MA,105833,49.0,738,1793,846,1409,306,368,59,161
01056,ZCTA5 01056,Ludlow,Hampden,MA,76395,44.6,8502,20883,10677,15470,2783,911,106,64
01057,ZCTA5 01057,Monson,Hampden,MA,85614,49.6,3473,8215,4130,6286,1068,550,77,58
01060,ZCTA5 01060,Florence,Hampshire,MA,79604,42.2,7391,14724,6563,11405,3341,2965,754,1031
01062,ZCTA5 01062,Zcta 01062,Hampshire,MA,87409,49.6,4178,9491,4533,7276,1896,1382,313,303
01063,ZCTA5 01063,Northampton,Hampshire,MA,-666666666,19.9,6,2089,14,10,0,0,0,10
01066,ZCTA5 01066,North Hatfield,Hampshire,MA,20202,49.4,69,134,39,127,13,0,0,0
01068,ZCTA5 01068,Oakham,Worcester,MA,93906,49.3,613,1585,775,1197,297,156,16,9
01069,ZCTA5 01069,Palmer,Hampden,MA,71439,51.5,3848,8516,4341,6490,1074,390,173,57
01070,ZCTA5 01070,Plainfield,Hampshire,MA,60313,55.6,261,571,267,448,93,98,10,8
01071,ZCTA5 01071,Russell,Hampden,MA,105417,47.0,530,1259,672,929,181,48,6,29
01072,ZCTA5 01072,Shutesbury,Franklin,MA,99000,53.5,614,1413,637,1143,362,241,27,140
01073,ZCTA5 01073,Southampton,Hampshire,MA,114531,47.8,2496,6185,3357,4709,1179,596,74,95
01074,ZCTA5 01074,South Barre,Worcester,MA,88190,34.9,180,694,281,462,47,28,0,0
01075,ZCTA5 01075,South Hadley,Hampshire,MA,92740,44.6,7316,17115,7309,11784,3047,1900,351,482
01077,ZCTA5 01077,Southwick,Hampden,MA,106779,47.8,3691,9244,4665,6826,1305,910,50,85
01079,ZCTA5 01079,Thorndike,Hampden,MA,-666666666,48.7,262,640,289,456,63,28,0,0
01080,ZCTA5 01080,Three Rivers,Hampden,MA,89335,36.4,989,2674,1390,1833,221,54,0,0
01081,ZCTA5 01081,Wales,Hampden,MA,88636,42.4,692,1716,882,1248,197,79,57,12
01082,ZCTA5 01082,Ware,Hampshire,MA,66607,42.9,4843,10533,5113,7467,1375,479,54,72
01083,ZCTA5 01083,Warren,Worcester,MA,87511,35.0,903,2539,1569,1696,375,170,0,0
01084,ZCTA5 01084,West Chesterfiel,Hampshire,MA,86538,51.4,50,99,46,84,27,10,6,0
01085,ZCTA5 01085,Montgomery,Hampden,MA,78901,39.4,15767,41592,19903,28203,5937,2655,295,370
01088,ZCTA5 01088,W Hatfield,Hampshire,MA,51591,31.4,390,725,328,553,39,60,5,24
01089,ZCTA5 01089,West Springfield,Hampden,MA,67297,38.7,12691,28755,13952,20609,4638,2235,468,186
01092,ZCTA5 01092,West Warren,Worcester,MA,69048,36.4,618,1428,691,1048,255,93,31,0
01093,ZCTA5 01093,Whately,Franklin,MA,130781,54.4,69,145,68,123,44,4,0,0
01094,ZCTA5 01094,Wheelwright,Worcester,MA,87188,52.2,13,44,15,38,6,0,0,0
01095,ZCTA5 01095,Wilbraham,Hampden,MA,126689,44.7,5382,14673,7136,10549,2879,2280,381,164
01096,ZCTA5 01096,Williamsburg,Hampshire,MA,106250,47.9,1107,2516,1261,2007,518,387,30,93
01097,ZCTA5 01097,Woronoco,Hampden,MA,-666666666,33.8,17,36,4,28,0,0,0,0
01098,ZCTA5 01098,Worthington,Hampshire,MA,91181,61.1,467,951,462,807,200,135,20,28
01103,ZCTA5 01103,Springfield,Hampden,MA,21288,36.5,1496,2245,941,1740,361,245,103,16
01104,ZCTA5 01104,Springfield,Hampden,MA,47413,34.7,9103,22606,9850,14345,1168,816,48,9
01105,ZCTA5 01105,Springfield,Hampden,MA,23948,28.1,5018,12045,6265,6803,246,140,60,48
01106,ZCTA5 01106,Longmeadow,Hampden,MA,137597,45.1,5976,16019,7416,11174,3701,2018,864,464
01107,ZCTA5 01107,Springfield,Hampden,MA,30825,27.4,4290,12443,6078,6874,522,330,40,47
01108,ZCTA5 01108,Springfield,Hampden,MA,48465,34.6,10505,26198,12095,17434,1912,1086,481,153
01109,ZCTA5 01109,Springfield,Hampden,MA,42928,29.0,9623,31301,15867,17489,1980,934,123,167
01118,ZCTA5 01118,Springfield,Hampden,MA,78354,37.7,5724,15112,7452,10265,1881,1125,246,108
01119,ZCTA5 01119,Springfield,Hampden,MA,54326,36.2,5173,14182,7020,9201,1038,503,156,62
01128,ZCTA5 01128,Springfield,Hampden,MA,77050,39.2,1102,3063,1420,2119,369,294,98,16
01129,ZCTA5 01129,Springfield,Hampden,MA,80352,42.8,2661,6486,3258,4896,917,417,29,40
01144,ZCTA5 01144,Springfield,Hampden,MA,-666666666,-666666666.0,0,0,0,0,0,0,0,0
01151,ZCTA5 01151,Indian Orchard,Hampden,MA,51410,33.9,3615,9467,4395,6237,815,231,33,42
01201,ZCTA5 01201,Pittsfield,Berkshire,MA,67262,43.8,19874,45188,22501,33807,6799,3373,893,423
01220,ZCTA5 01220,Adams,Berkshire,MA,54677,48.2,4041,8149,3923,6399,1178,319,75,32
01222,ZCTA5 01222,Ashley Falls,Berkshire,MA,78077,42.6,238,623,280,471,127,29,0,0
01223,ZCTA5 01223,Becket,Berkshire,MA,79226,50.5,1181,2565,1394,2053,415,292,62,38
01224,ZCTA5 01224,Berkshire,Berkshire,MA,-666666666,57.1,56,124,47,101,0,10,12,0
01225,ZCTA5 01225,Cheshire,Berkshire,MA,72485,52.1,1547,3239,1645,2543,514,207,64,5
01226,ZCTA5 01226,Dalton,Berkshire,MA,76198,49.8,2884,6332,3003,4748,1046,625,171,102
01229,ZCTA5 01229,Glendale,Berkshire,MA,-666666666,73.3,83,125,56,104,30,0,19,5
01230,ZCTA5 01230,Great Barrington,Berkshire,MA,73884,48.4,3776,9095,4300,6609,1698,980,223,173
01235,ZCTA5 01235,Peru,Berkshire,MA,71641,51.1,1059,2461,1185,1963,255,143,30,7
01236,ZCTA5 01236,Housatonic,Berkshire,MA,113958,55.3,619,1625,894,1272,381,278,28,45
01237,ZCTA5 01237,Hancock,Berkshire,MA,86300,50.3,1042,2451,1200,1819,364,370,65,23
01238,ZCTA5 01238,Lee,Berkshire,MA,77679,50.8,2572,5928,2810,4670,965,1003,46,75
01240,ZCTA5 01240,Lenox,Berkshire,MA,82578,58.1,2239,4922,2298,3814,1168,483,148,152
01242,ZCTA5 01242,Lenox Dale,Berkshire,MA,-666666666,40.7,70,255,31,167,22,25,0,0
01243,ZCTA5 01243,Middlefield,Hampshire,MA,79167,59.6,72,135,75,126,33,17,7,1
01244,ZCTA5 01244,Mill River,Berkshire,MA,56842,58.8,74,158,69,144,25,13,0,0
01245,ZCTA5 01245,West Otis,Berkshire,MA,111354,64.4,335,828,397,653,119,85,95,63
01247,ZCTA5 01247,Clarksburg,Berkshire,MA,53692,44.9,6783,15279,7767,10781,1567,975,84,186
01253,ZCTA5 01253,Otis,Berkshire,MA,102596,53.0,377,818,393,723,168,110,7,7
01254,ZCTA5 01254,Richmond,Berkshire,MA,91667,61.8,440,961,432,835,270,135,83,29
01255,ZCTA5 01255,Sandisfield,Berkshire,MA,73958,48.9,355,931,468,711,76,83,24,23
01256,ZCTA5 01256,Savoy,Berkshire,MA,54219,54.1,305,620,320,486,76,19,3,0
01257,ZCTA5 01257,Sheffield,Berkshire,MA,78940,58.1,1011,2230,1091,1814,290,212,163,49
01258,ZCTA5 01258,South Egremont,Berkshire,MA,117917,55.6,81,188,97,164,54,21,3,5
01259,ZCTA5 01259,Southfield,Berkshire,MA,120568,42.8,266,733,318,456,81,81,46,9
01260,ZCTA5 01260,South Lee,Berkshire,MA,-666666666,-666666666.0,9,20,9,20,0,0,0,0
01262,ZCTA5 01262,Stockbridge,Berkshire,MA,75804,60.3,715,1785,925,1478,259,356,66,90
01264,ZCTA5 01264,Tyringham,Berkshire,MA,78750,63.4,98,207,92,178,53,30,13,8
01266,ZCTA5 01266,West Stockbridge,Berkshire,MA,85714,56.0,456,952,476,771,243,200,54,32
01267,ZCTA5 01267,Williamstown,Berkshire,MA,101823,34.1,2735,8142,3689,4558,1060,1143,211,660
01270,ZCTA5 01270,Windsor,Berkshire,MA,100833,44.2,398,999,517,743,179,97,4,23
01301,ZCTA5 01301,Leyden,Franklin,MA,53536,44.3,8225,17880,8821,13355,2873,1369,375,327
01330,ZCTA5 01330,Ashfield,Franklin,MA,80560,58.1,759,1607,862,1355,331,272,30,43
01331,ZCTA5 01331,New Salem,Worcester,MA,66985,44.0,5412,13845,6992,9931,1421,490,20,82
01337,ZCTA5 01337,Leyden,Franklin,MA,79000,49.8,1044,2470,1242,1946,402,204,27,11
01338,ZCTA5 01338,Buckland,Franklin,MA,56250,72.5,48,65,41,60,0,10,0,14
01339,ZCTA5 01339,Hawley,Franklin,MA,69500,56.9,634,1396,705,1165,254,108,17,35
01340,ZCTA5 01340,Colrain,Franklin,MA,74632,50.8,835,1890,997,1448,257,221,22,35
01341,ZCTA5 01341,Conway,Franklin,MA,92500,54.0,714,1620,762,1289,316,302,35,96
01342,ZCTA5 01342,Deerfield,Franklin,MA,99583,36.8,393,1321,774,955,142,218,23,62
01343,ZCTA5 01343,Drury,Berkshire,MA,76250,43.7,72,167,81,127,14,0,0,0
01344,ZCTA5 01344,Erving,Franklin,MA,70560,43.2,677,1631,783,1170,194,79,7,7
01346,ZCTA5 01346,Heath,Franklin,MA,105944,58.3,203,409,231,319,97,39,12,7
01347,ZCTA5 01347,Lake Pleasant,Franklin,MA,74712,29.5,101,197,30,153,63,13,0,0
01349,ZCTA5 01349,Millers Falls,Franklin,MA,70240,43.1,343,764,372,537,31,33,50,23
01350,ZCTA5 01350,Monroe,Franklin,MA,-666666666,61.1,53,103,45,81,4,5,4,0
01351,ZCTA5 01351,Montague,Franklin,MA,96389,44.0,1034,2741,1297,2102,480,346,40,43
01354,ZCTA5 01354,Northfield,Franklin,MA,79135,43.5,627,1747,978,1327,431,135,14,38
