zcta,name,city,county,state,median_hh_income,median_age,total_households,total_pop,male_pop,pop_25plus,bachelors,masters,professional,doctorate
42321,ZCTA5 42321,Beech Creek,Muhlenberg,KY,66250,38.2,168,415,227,300,0,24,0,0
42322,ZCTA5 42322,Beech Grove,Mclean,KY,-666666666,-666666666.0,0,0,0,0,0,0,0,0
42323,ZCTA5 42323,Beechmont,Muhlenberg,KY,50341,22.4,232,810,470,393,0,5,0,0
42324,ZCTA5 42324,Belton,Muhlenberg,KY,50859,50.2,511,1080,517,858,72,38,7,21
42325,ZCTA5 42325,Bremen,Muhlenberg,KY,44167,38.4,674,1565,837,1065,29,24,7,6
42326,ZCTA5 42326,Browder,Muhlenberg,KY,39750,30.8,138,305,174,181,0,0,0,0
42327,ZCTA5 42327,Calhoun,Mclean,KY,61500,40.0,1680,4703,2318,3061,364,125,43,34
42328,ZCTA5 42328,Centertown,Ohio,KY,44792,41.1,419,1173,583,835,81,56,11,0
42330,ZCTA5 42330,Central City,Muhlenberg,KY,49200,38.9,3616,10184,5124,6977,552,195,73,0
42332,ZCTA5 42332,Cleaton,Muhlenberg,KY,-666666666,50.2,62,102,61,86,0,0,0,0
42333,ZCTA5 42333,Cromwell,Ohio,KY,40114,29.2,293,760,419,412,0,15,0,0
42337,ZCTA5 42337,Drakesboro,Muhlenberg,KY,37667,44.4,656,1743,758,1182,4,0,0,0
42338,ZCTA5 42338,Dundee,Ohio,KY,-666666666,48.6,22,27,0,22,0,0,0,0
42339,ZCTA5 42339,Dunmor,Muhlenberg,KY,49356,44.0,343,915,487,585,31,37,0,0
42343,ZCTA5 42343,Fordsville,Ohio,KY,44531,35.5,579,1658,800,1039,61,31,0,15
42344,ZCTA5 42344,Graham,Muhlenberg,KY,39286,45.3,354,1064,465,799,0,0,0,0
42345,ZCTA5 42345,Greenville,Muhlenberg,KY,67172,46.5,4431,11091,5781,8390,941,510,107,142
42347,ZCTA5 42347,Hartford,Ohio,KY,58889,41.4,2166,5419,2588,3788,420,202,61,18
42348,ZCTA5 42348,Hawesville,Hancock,KY,71438,40.8,1951,4986,2705,3463,518,133,4,8
42349,ZCTA5 42349,Horse Branch,Ohio,KY,54941,40.7,608,1933,825,1341,67,20,6,0
42350,ZCTA5 42350,Island,Mclean,KY,77917,44.7,517,1269,613,995,123,60,2,0
42351,ZCTA5 42351,Lewisport,Hancock,KY,69521,39.2,1669,4639,2247,3061,346,128,34,12
42352,ZCTA5 42352,Livermore,Mclean,KY,52301,44.9,695,1652,785,1153,105,69,1,0
42354,ZCTA5 42354,Mc Henry,Ohio,KY,71250,48.9,82,205,107,180,2,2,0,0
42355,ZCTA5 42355,Maceo,Daviess,KY,65042,41.8,593,1479,721,1115,64,79,0,0
42356,ZCTA5 42356,Maple Mount,Daviess,KY,-666666666,79.6,0,231,0,231,36,160,17,18
42361,ZCTA5 42361,Olaton,Ohio,KY,42875,41.8,263,696,335,461,34,7,0,6
42366,ZCTA5 42366,Philpot,Daviess,KY,80259,44.5,1922,5190,2658,3645,553,232,63,15
42367,ZCTA5 42367,Powderly,Muhlenberg,KY,45417,50.1,345,886,432,633,10,71,5,0
42368,ZCTA5 42368,Reynolds Station,Hancock,KY,82609,31.9,456,1223,597,803,56,22,30,0
42369,ZCTA5 42369,Rockport,Ohio,KY,47708,39.7,85,246,127,177,10,2,0,0
42370,ZCTA5 42370,Rosine,Ohio,KY,-666666666,39.2,34,83,49,59,8,8,0,0
42371,ZCTA5 42371,Rumsey,Mclean,KY,137813,60.8,149,331,174,277,36,35,0,0
42372,ZCTA5 42372,Sacramento,Mclean,KY,55139,46.6,712,1535,830,1144,64,70,0,0
42374,ZCTA5 42374,South Carrollton,Muhlenberg,KY,38438,59.9,42,109,46,91,0,0,0,0
42376,ZCTA5 42376,Utica,Daviess,KY,73942,40.3,2452,6520,3305,4409,614,285,49,16
42378,ZCTA5 42378,Whitesville,Daviess,KY,70185,37.0,1270,3490,1631,2256,317,212,11,14
42404,ZCTA5 42404,Clay,Webster,KY,53000,35.6,860,2342,1087,1477,60,92,6,13
42406,ZCTA5 42406,Corydon,Henderson,KY,59722,45.8,958,2419,1238,1854,130,112,11,13
42408,ZCTA5 42408,Dawson Springs,Hopkins,KY,48112,46.3,2522,6307,3056,4628,312,137,12,4
42409,ZCTA5 42409,Dixon,Webster,KY,58750,42.3,815,2397,1258,1838,135,72,14,55
42410,ZCTA5 42410,Earlington,Hopkins,KY,38971,35.3,438,1219,527,772,47,19,0,0
42411,ZCTA5 42411,Fredonia,Caldwell,KY,58977,38.0,779,2082,1021,1362,109,87,3,0
42413,ZCTA5 42413,Hanson,Hopkins,KY,82083,54.0,1059,2406,1252,1900,236,135,22,22
42420,ZCTA5 42420,Henderson,Henderson,KY,55423,40.1,15778,38528,18486,26625,3317,1592,167,128
42431,ZCTA5 42431,Madisonville,Hopkins,KY,54437,38.2,10797,26666,13169,17768,1757,990,352,110
42436,ZCTA5 42436,Manitou,Hopkins,KY,76000,39.9,560,1426,693,1090,34,61,0,0
42437,ZCTA5 42437,Henshaw,Union,KY,60664,38.7,2678,7419,4003,4757,386,118,6,13
42440,ZCTA5 42440,Mortons Gap,Hopkins,KY,46319,43.8,409,936,441,734,79,6,0,0
42441,ZCTA5 42441,Nebo,Hopkins,KY,59038,45.6,700,1853,1046,1348,86,25,42,0
42442,ZCTA5 42442,Nortonville,Hopkins,KY,56808,42.8,1108,3147,1437,2141,81,84,28,44
42444,ZCTA5 42444,Poole,Webster,KY,-666666666,-666666666.0,0,0,0,0,0,0,0,0
42445,ZCTA5 42445,Princeton,Caldwell,KY,51049,44.9,4307,10242,5036,7330,551,396,118,37
42450,ZCTA5 42450,Providence,Webster,KY,52804,46.2,1673,3766,2042,2787,326,67,10,0
42451,ZCTA5 42451,Reed,Henderson,KY,-666666666,27.2,190,582,324,293,7,0,6,0
42452,ZCTA5 42452,Robards,Henderson,KY,74457,52.5,934,2276,1152,1786,133,80,18,0
42453,ZCTA5 42453,Saint Charles,Hopkins,KY,51392,42.4,205,527,292,372,25,12,0,0
42455,ZCTA5 42455,Sebree,Webster,KY,65938,27.6,1061,3475,1638,1912,114,41,0,0
42456,ZCTA5 42456,Slaughters,Webster,KY,56947,49.7,643,1293,599,1046,93,67,0,0
42458,ZCTA5 42458,Spottsville,Henderson,KY,57176,55.6,406,930,417,799,176,0,0,0
42459,ZCTA5 42459,Sturgis,Union,KY,55096,48.4,1559,3935,1833,3171,130,142,7,32
42461,ZCTA5 42461,Uniontown,Union,KY,47935,44.1,524,1050,559,820,33,0,2,0
42462,ZCTA5 42462,Waverly,Union,KY,63000,34.3,440,1512,735,942,59,40,0,0
42463,ZCTA5 42463,Wheatcroft,Webster,KY,42679,47.6,65,137,60,112,25,0,0,0
42464,ZCTA5 42464,White Plains,Hopkins,KY,35962,45.6,800,1714,751,1230,101,64,4,0
42501,ZCTA5 42501,Alcalde,Pulaski,KY,47279,40.9,6528,17080,8250,12125,1181,724,100,17
42503,ZCTA5 42503,Zcta 42503,Pulaski,KY,53514,41.7,10262,25381,12480,18039,2115,1369,546,139
42516,ZCTA5 42516,Bethelridge,Casey,KY,39133,54.4,191,504,293,448,10,21,0,0
42518,ZCTA5 42518,Bronston,Pulaski,KY,47687,42.0,1098,3068,1448,2168,313,106,12,0
42519,ZCTA5 42519,Sloans Valley,Pulaski,KY,35139,42.5,1237,3109,1424,2225,147,23,12,0
42528,ZCTA5 42528,Dunnville,Casey,KY,47891,31.9,681,2156,1118,1320,93,31,35,0
42533,ZCTA5 42533,Ferguson,Pulaski,KY,35863,45.3,367,917,560,671,52,23,3,0
42539,ZCTA5 42539,Liberty,Casey,KY,41861,41.9,3849,9896,4698,6959,452,396,20,27
42541,ZCTA5 42541,Middleburg,Casey,KY,43109,54.9,121,279,159,213,41,0,0,0
42544,ZCTA5 42544,Pointer,Pulaski,KY,52417,51.3,2335,5486,2811,4184,455,147,48,37
42553,ZCTA5 42553,Science Hill,Pulaski,KY,44078,34.3,2271,6249,3177,3992,272,105,9,7
42565,ZCTA5 42565,Windsor,Casey,KY,-666666666,44.0,316,872,462,580,19,48,7,0
42566,ZCTA5 42566,Yosemite,Casey,KY,69688,39.9,114,360,184,233,0,8,0,0
42567,ZCTA5 42567,Pulaski,Pulaski,KY,57864,44.1,2206,5241,2594,3662,222,129,20,55
42602,ZCTA5 42602,Albany,Clinton,KY,40551,43.0,3643,9141,4620,6537,548,248,57,77
42603,ZCTA5 42603,Alpha,Wayne,KY,50893,39.0,234,628,271,392,12,0,0,0
42629,ZCTA5 42629,Jamestown,Russell,KY,39346,45.9,2329,5683,2753,3998,250,237,15,4
42631,ZCTA5 42631,Marshes Siding,Mccreary,KY,-666666666,-666666666.0,0,0,0,0,0,0,0,0
42633,ZCTA5 42633,Pueblo,Wayne,KY,41970,43.2,7386,18483,9087,13141,1006,687,120,40
42634,ZCTA5 42634,Parkers Lake,Mccreary,KY,29000,33.7,558,1920,941,1181,42,64,0,57
42635,ZCTA5 42635,Hollyhill,Mccreary,KY,37946,44.7,1549,4906,3125,3940,140,33,63,0
42638,ZCTA5 42638,Revelo,Mccreary,KY,-666666666,22.0,55,196,90,96,0,0,0,0
42642,ZCTA5 42642,Webbs Cross Road,Russell,KY,52068,40.4,4746,12382,6236,8389,768,425,104,118
42647,ZCTA5 42647,Stearns,Mccreary,KY,38440,38.3,1262,3905,1986,2620,197,58,0,0
42649,ZCTA5 42649,Strunk,Mccreary,KY,-666666666,46.7,696,1471,666,1076,0,0,0,0
42653,ZCTA5 42653,Wiborg,Mccreary,KY,42589,37.2,1256,4113,2214,2701,66,59,0,25
42701,ZCTA5 42701,E Town,Hardin,KY,65070,39.5,21531,52618,25492,36396,5999,3482,642,176
42712,ZCTA5 42712,Big Clifty,Grayson,KY,44605,45.2,690,1681,870,1266,119,8,4,0
42713,ZCTA5 42713,Bonnieville,Hart,KY,32708,41.1,704,1730,908,1179,51,17,0,0
42715,ZCTA5 42715,Breeding,Adair,KY,67813,37.3,92,338,226,170,17,0,12,0
42716,ZCTA5 42716,Buffalo,Larue,KY,46761,42.7,632,1401,833,938,71,2,0,0
42717,ZCTA5 42717,Burkesville,Cumberland,KY,40315,45.6,2520,5916,2909,4303,503,140,80,20
42718,ZCTA5 42718,Campbellsville,Taylor,KY,61184,38.1,9957,25984,12879,17032,2517,940,461,132
42721,ZCTA5 42721,Caneyville,Grayson,KY,49744,38.7,1327,3954,1959,2509,122,155,6,15
42722,ZCTA5 42722,Canmer,Hart,KY,64167,53.2,152,338,204,269,43,15,0,0
42724,ZCTA5 42724,Stephensburg,Hardin,KY,71402,40.1,1921,5406,2630,3666,422,213,153,22
42726,ZCTA5 42726,Wax,Grayson,KY,51981,40.4,1823,4960,2462,3345,232,146,32,31
42728,ZCTA5 42728,Montpelier,Adair,KY,49112,41.2,5856,15789,7924,10759,1014,707,209,188
42729,ZCTA5 42729,Cub Run,Hart,KY,40256,47.0,622,1518,770,1072,45,70,7,0
42732,ZCTA5 42732,E View,Hardin,KY,56702,32.4,697,2411,1485,1386,90,17,13,0
42733,ZCTA5 42733,Elk Horn,Taylor,KY,66629,29.6,567,1615,682,1027,9,0,13,6
42740,ZCTA5 42740,Glendale,Hardin,KY,81458,45.7,891,2157,1206,1562,127,60,28,0
42741,ZCTA5 42741,Glens Fork,Adair,KY,60000,41.9,146,513,232,367,42,13,10,0
42742,ZCTA5 42742,Gradyville,Adair,KY,-666666666,21.0,25,99,74,49,0,18,0,0
42743,ZCTA5 42743,Greensburg,Green,KY,39045,45.5,3532,9043,4479,6574,447,287,94,15
42746,ZCTA5 42746,Hardyville,Hart,KY,49868,32.1,850,2512,1152,1510,77,65,0,0
42748,ZCTA5 42748,Hodgenville,Larue,KY,59750,41.0,3480,9280,4336,6489,320,696,60,36
42749,ZCTA5 42749,Horse Cave,Hart,KY,45833,44.4,2030,5095,2342,3808,335,214,42,0
42753,ZCTA5 42753,Knifley,Adair,KY,56719,50.6,313,801,445,620,18,29,0,14
42754,ZCTA5 42754,Sadler,Grayson,KY,44958,41.2,5950,15918,7811,11132,966,329,180,102
42757,ZCTA5 42757,Magnolia,Larue,KY,50000,42.5,1170,2995,1559,2104,140,80,0,0
42758,ZCTA5 42758,Mannsville,Taylor,KY,-666666666,34.7,18,55,29,37,0,0,0,0
42759,ZCTA5 42759,Marrowbone,Cumberland,KY,-666666666,30.4,7,43,7,32,0,0,0,0
42762,ZCTA5 42762,Millwood,Grayson,KY,-666666666,23.3,70,257,68,95,0,0,0,0
42764,ZCTA5 42764,Mount Sherman,Larue,KY,68393,44.7,188,430,208,266,44,18,0,0
42765,ZCTA5 42765,Munfordville,Hart,KY,48146,36.1,2338,6767,3407,4243,260,154,19,5
42776,ZCTA5 42776,Sonora,Hardin,KY,53692,37.2,672,2025,1124,1267,137,38,15,3
42782,ZCTA5 42782,Summersville,Green,KY,62829,48.9,350,933,483,737,52,54,0,17
42784,ZCTA5 42784,Upton,Hardin,KY,66875,35.9,1290,3050,1636,2032,244,100,3,0
42788,ZCTA5 42788,White Mills,Hardin,KY,50972,47.3,124,227,121,218,36,0,0,0
43001,ZCTA5 43001,Alexandria,Licking,OH,83611,52.9,1028,2537,1209,1979,517,115,13,20
43002,ZCTA5 43002,Amlin,Franklin,OH,83000,34.8,424,776,444,664,297,100,17,0
43003,ZCTA5 43003,Ashley,Delaware,OH,64963,46.1,1296,3139,1540,2257,292,85,0,118
43004,ZCTA5 43004,Blacklick,Franklin,OH,100493,34.7,11052,31002,15845,20280,6060,2183,363,267
43005,ZCTA5 43005,Bladensburg,Knox,OH,69127,17.6,140,445,64,184,11,0,0,0
43006,ZCTA5 43006,Brinkhaven,Holmes,OH,58500,64.7,226,471,249,432,18,1,32,0
43007,ZCTA5 43007,Broadway,Union,OH,-666666666,76.3,38,43,33,43,4,0,0,0
43008,ZCTA5 43008,Buckeye Lake,Licking,OH,62250,49.5,1057,2365,1025,1938,127,65,4,3
43009,ZCTA5 43009,Cable,Champaign,OH,89386,41.6,729,2140,1024,1425,191,100,21,0
43010,ZCTA5 43010,Catawba,Clark,OH,46406,51.8,117,255,132,201,13,3,0,0
43011,ZCTA5 43011,Centerburg,Knox,OH,88900,38.9,2430,6859,3569,4513,753,198,69,7
43013,ZCTA5 43013,Croton,Licking,OH,120208,42.4,470,1404,675,940,317,39,0,0
43014,ZCTA5 43014,Danville,Knox,OH,66600,26.9,1166,3867,1910,2023,216,33,0,0
43015,ZCTA5 43015,Delaware,Delaware,OH,92895,38.9,21855,57745,28982,38865,10996,5176,776,857
43016,ZCTA5 43016,Dublin,Franklin,OH,108502,38.5,18528,44092,21816,31279,11951,6558,1545,1198
43017,ZCTA5 43017,Dublin,Franklin,OH,128587,38.8,16055,41837,21175,27672,10241,6338,1956,1038
43018,ZCTA5 43018,Etna,Licking,OH,60917,40.3,37,83,60,45,0,0,0,0
43019,ZCTA5 43019,Fredericktown,Knox,OH,73340,39.0,3438,9905,4985,6392,800,250,13,25
43021,ZCTA5 43021,Galena,Delaware,OH,157857,41.3,4792,14295,7347,9518,3695,1358,420,299
43022,ZCTA5 43022,Gambier,Knox,OH,93292,21.8,824,3630,1700,1478,259,225,104,96
43023,ZCTA5 43023,Granville,Licking,OH,129462,38.6,4826,15256,7671,9251,2928,1548,539,217
43025,ZCTA5 43025,Hebron,Licking,OH,74432,44.4,2138,5230,2690,3831,650,148,43,2
43026,ZCTA5 43026,Hilliard,Franklin,OH,104436,34.9,24837,64633,32302,43112,14616,6464,1746,902
43027,ZCTA5 43027,Homer,Licking,OH,-666666666,11.5,62,200,80,78,0,0,0,0
43028,ZCTA5 43028,Howard,Knox,OH,79018,45.2,2821,7482,3732,5452,1051,466,34,21
43029,ZCTA5 43029,Irwin,Madison,OH,103074,37.1,171,532,344,347,78,21,12,0
43030,ZCTA5 43030,Jacksontown,Licking,OH,250001,57.0,76,195,103,176,3,13,11,0
43031,ZCTA5 43031,Johnstown,Licking,OH,100979,41.9,5293,14029,7098,9818,2803,953,90,0
43032,ZCTA5 43032,Kilbourne,Delaware,OH,-666666666,-666666666.0,0,0,0,0,0,0,0,0
43033,ZCTA5 43033,Kirkersville,Licking,OH,68750,53.7,168,430,205,318,9,9,0,0
43035,ZCTA5 43035,Lewis Center,Delaware,OH,146408,35.2,11673,34661,17101,20693,8063,4091,563,843
43036,ZCTA5 43036,Magnetic Springs,Union,OH,62250,38.7,135,306,167,224,31,0,0,0
43037,ZCTA5 43037,Martinsburg,Knox,OH,71250,46.4,60,132,64,92,3,0,0,0
43040,ZCTA5 43040,Marysville,Union,OH,89984,39.0,13432,36678,16829,25988,6184,1853,358,160
43044,ZCTA5 43044,Mechanicsburg,Champaign,OH,75686,41.3,2025,5254,2660,3811,374,195,10,0
43045,ZCTA5 43045,Milford Center,Union,OH,100625,34.1,609,1775,953,1127,198,36,0,4
43046,ZCTA5 43046,Millersport,Fairfield,OH,73787,50.0,1385,3165,1659,2368,380,89,10,10
43047,ZCTA5 43047,Mingo,Champaign,OH,-666666666,-666666666.0,4,11,0,11,0,0,0,0
43050,ZCTA5 43050,Mount Vernon,Knox,OH,62235,41.8,12368,31064,15407,21461,3348,1499,202,269
43054,ZCTA5 43054,New Albany,Franklin,OH,140307,36.3,11030,28552,14139,19223,7633,3374,1208,261
43055,ZCTA5 43055,Newark,Licking,OH,59345,38.9,24736,62460,30385,42122,6685,2293,294,197
43056,ZCTA5 43056,Heath,Licking,OH,78473,42.4,6648,17504,8195,12077,2029,986,103,21
43060,ZCTA5 43060,North Lewisburg,Champaign,OH,58179,39.4,1053,2669,1292,1788,244,45,11,4
43061,ZCTA5 43061,Ostrander,Delaware,OH,136250,36.0,1549,5045,2582,3049,1079,295,22,42
43062,ZCTA5 43062,Pataskala,Licking,OH,96034,38.3,11257,31566,15790,21320,4603,2025,98,98
43064,ZCTA5 43064,Plain City,Madison,OH,125086,36.5,5876,17188,8869,10934,3629,1724,374,196
43065,ZCTA5 43065,Shawnee Hills,Delaware,OH,153318,41.9,16208,45067,22804,30738,11813,6146,1856,827
43066,ZCTA5 43066,Radnor,Delaware,OH,111597,44.8,531,1173,621,888,153,147,5,0
43067,ZCTA5 43067,Raymond,Union,OH,91595,42.1,443,1360,680,885,122,39,0,7
43068,ZCTA5 43068,Reynoldsburg,Franklin,OH,67943,35.7,23521,58916,29397,38919,7313,2970,241,326
43070,ZCTA5 43070,Rosewood,Champaign,OH,-666666666,22.4,15,53,20,15,0,0,0,0
43071,ZCTA5 43071,Saint Louisville,Licking,OH,101394,48.4,814,2269,1200,1746,386,104,31,0
43072,ZCTA5 43072,Saint Paris,Champaign,OH,71875,46.1,2240,5380,2716,3818,268,160,13,0
43074,ZCTA5 43074,Sunbury,Delaware,OH,103875,39.3,5710,15597,7505,10494,3113,851,103,70
43076,ZCTA5 43076,Thornville,Perry,OH,82036,47.4,3498,8909,4500,6633,1431,421,85,0
43077,ZCTA5 43077,Unionville Cente,Union,OH,78750,23.6,80,277,137,122,12,1,0,0
43078,ZCTA5 43078,Urbana,Champaign,OH,69137,41.1,8299,20269,10123,14301,1976,834,90,27
43080,ZCTA5 43080,Utica,Licking,OH,82109,38.5,1860,5123,2378,3276,321,150,0,0
43081,ZCTA5 43081,Westerville,Franklin,OH,90043,35.9,26826,64746,30696,44945,14635,7651,1525,690
43082,ZCTA5 43082,Westerville,Delaware,OH,141181,42.5,11958,33195,16278,22148,9114,4559,742,513
43084,ZCTA5 43084,Woodstock,Champaign,OH,75469,33.9,223,811,447,513,51,25,0,0
43085,ZCTA5 43085,Worthington,Franklin,OH,106703,38.0,10438,26653,12807,18198,6113,3409,835,523
43101,ZCTA5 43101,Adelphi,Ross,OH,36058,38.1,161,365,208,237,25,4,0,5
43102,ZCTA5 43102,Amanda,Fairfield,OH,81224,45.1,1551,4038,1956,2827,432,152,3,11
43103,ZCTA5 43103,Ashville,Pickaway,OH,86696,36.3,4285,12532,6343,8162,1170,336,56,50
43105,ZCTA5 43105,Baltimore,Fairfield,OH,86250,39.6,3441,9129,4672,6058,1242,402,43,8
43106,ZCTA5 43106,Bloomingburg,Fayette,OH,58798,36.6,573,1653,908,1116,98,13,0,0
43107,ZCTA5 43107,Hide A Way Hills,Fairfield,OH,74677,38.9,1217,3305,1615,2198,200,85,8,0
43109,ZCTA5 43109,Brice,Franklin,OH,54483,39.5,76,147,80,105,37,13,0,0
43110,ZCTA5 43110,Canal Winchester,Franklin,OH,70549,35.7,15940,38235,18263,26758,6541,2886,414,263
43111,ZCTA5 43111,Carbon Hill,Hocking,OH,78667,52.5,52,117,63,78,0,0,0,0
43112,ZCTA5 43112,Carroll,Fairfield,OH,106217,43.4,1535,4879,2453,3310,641,266,39,61
43113,ZCTA5 43113,Circleville,Pickaway,OH,60570,41.2,9805,24365,12172,16975,2561,941,106,108
43115,ZCTA5 43115,Clarksburg,Ross,OH,76125,37.4,565,1943,951,1163,78,39,9,0
43116,ZCTA5 43116,Commercial Point,Pickaway,OH,112695,33.1,765,2716,1332,1546,345,177,5,14
43117,ZCTA5 43117,Derby,Pickaway,OH,-666666666,-666666666.0,8,8,0,8,0,0,0,0
43119,ZCTA5 43119,Galloway,Franklin,OH,83261,35.0,10936,29409,14175,19617,4631,1205,154,255
43123,ZCTA5 43123,Grove City,Franklin,OH,83056,40.3,26331,66365,33504,46556,9532,3194,458,636
43125,ZCTA5 43125,Groveport,Franklin,OH,80860,41.6,5575,14212,7378,9830,1513,657,26,0
43126,ZCTA5 43126,Harrisburg,Franklin,OH,59375,46.3,167,404,193,312,19,15,7,0
43127,ZCTA5 43127,Haydenville,Hocking,OH,58674,48.6,85,273,107,206,33,0,0,0
43128,ZCTA5 43128,Jeffersonville,Fayette,OH,49792,41.3,857,2053,961,1367,83,36,0,4
43130,ZCTA5 43130,Lancaster,Fairfield,OH,64691,40.5,24526,62187,31351,43685,6467,2435,550,240
43135,ZCTA5 43135,Laurelville,Hocking,OH,73699,47.7,1675,4035,1991,3047,184,105,0,24
43136,ZCTA5 43136,Lithopolis,Fairfield,OH,103750,33.0,783,2316,1084,1450,349,128,33,3
43137,ZCTA5 43137,Lockbourne,Pickaway,OH,66250,47.0,981,2267,1005,1770,167,175,33,1
43138,ZCTA5 43138,Logan,Hocking,OH,59418,38.9,7586,19164,9724,13286,1368,398,91,75
43140,ZCTA5 43140,London,Madison,OH,71642,41.8,7799,23812,14303,17901,2395,580,230,28
43142,ZCTA5 43142,Milledgeville,Fayette,OH,53750,45.8,47,82,58,59,0,1,0,0
43143,ZCTA5 43143,Mount Sterling,Madison,OH,81528,38.9,2243,5931,2852,4128,558,165,17,3
43144,ZCTA5 43144,Murray City,Hocking,OH,39205,39.9,167,425,233,305,7,9,0,0
43145,ZCTA5 43145,New Holland,Pickaway,OH,71827,43.3,751,1926,913,1322,82,153,0,0
43146,ZCTA5 43146,Orient,Pickaway,OH,67428,40.0,3635,12832,8144,9682,1157,521,212,14
43147,ZCTA5 43147,Pickerington,Fairfield,OH,119517,37.2,15244,46058,22933,29340,9172,4012,708,382
43148,ZCTA5 43148,Pleasantville,Fairfield,OH,66942,42.7,713,1871,1003,1366,153,45,13,17
43149,ZCTA5 43149,Rockbridge,Hocking,OH,56139,49.6,951,2321,1174,1696,311,95,22,20
43150,ZCTA5 43150,Rushville,Fairfield,OH,63947,34.6,950,2544,1316,1659,196,99,0,15
43151,ZCTA5 43151,Sedalia,Madison,OH,57500,34.7,94,257,125,162,11,0,0,0
43152,ZCTA5 43152,South Bloomingvi,Hocking,OH,61489,46.1,390,836,366,662,101,0,0,0
43153,ZCTA5 43153,South Solon,Madison,OH,86607,51.8,371,1113,505,832,182,89,0,0
43154,ZCTA5 43154,Stoutsville,Fairfield,OH,110833,40.3,1144,3482,1478,2359,349,359,11,21
43155,ZCTA5 43155,Sugar Grove,Fairfield,OH,83725,51.5,1002,2391,1102,1802,343,95,0,0
43156,ZCTA5 43156,Tarlton,Pickaway,OH,80250,44.0,89,198,107,154,13,1,0,0
43157,ZCTA5 43157,Thurston,Fairfield,OH,53750,39.6,184,508,259,352,33,7,0,0
43158,ZCTA5 43158,Union Furnace,Hocking,OH,-666666666,22.2,129,402,250,174,52,3,0,0
43160,ZCTA5 43160,Washington Court,Fayette,OH,54780,43.0,9106,21847,10857,15373,1290,743,78,49
43162,ZCTA5 43162,West Jefferson,Madison,OH,72480,47.2,2665,6837,3256,4961,602,252,36,0
43164,ZCTA5 43164,Williamsport,Pickaway,OH,64286,36.7,836,2134,1090,1455,167,48,29,0
43201,ZCTA5 43201,Columbus,Franklin,OH,43204,23.3,14707,34651,18452,14909,5755,2330,784,712
43202,ZCTA5 43202,Columbus,Franklin,OH,65113,29.1,9438,20778,11031,13688,5254,2421,692,498
43203,ZCTA5 43203,Columbus,Franklin,OH,45236,32.5,3994,8762,4142,5625,902,374,180,36
43204,ZCTA5 43204,Columbus,Franklin,OH,58247,34.2,17588,43990,21654,29907,5275,1599,569,199
43205,ZCTA5 43205,Columbus,Franklin,OH,50768,34.0,5582,12600,6341,9291,2267,1076,259,170
43206,ZCTA5 43206,Columbus,Franklin,OH,68853,34.0,11260,22667,10721,17529,4700,2209,807,401
43207,ZCTA5 43207,Columbus,Franklin,OH,58748,39.4,18933,46010,22463,32613,3719,1075,262,103
43209,ZCTA5 43209,Bexley,Franklin,OH,84173,38.5,12040,28600,13651,19769,6379,3360,1232,684
43210,ZCTA5 43210,Columbus,Franklin,OH,-666666666,19.4,85,11584,5365,227,39,159,0,0
43211,ZCTA5 43211,Columbus,Franklin,OH,34759,32.3,8606,21976,10261,13359,764,421,25,76
43212,ZCTA5 43212,Columbus,Franklin,OH,70888,31.1,12234,22619,11073,17106,7355,3129,1695,826
43213,ZCTA5 43213,Whitehall,Franklin,OH,51202,37.3,15954,36724,17917,25179,3888,1766,221,60
43214,ZCTA5 43214,Columbus,Franklin,OH,90363,41.6,13096,26200,13248,20673,7207,3865,976,1056
43215,ZCTA5 43215,Columbus,Franklin,OH,75397,30.4,10740,15754,7913,12890,5673,2138,1166,356
43217,ZCTA5 43217,Columbus,Franklin,OH,51071,25.2,718,2031,961,1020,78,7,0,8
43218,ZCTA5 43218,Columbus,Franklin,OH,-666666666,-666666666.0,0,0,0,0,0,0,0,0
43219,ZCTA5 43219,Shepard,Franklin,OH,48946,30.9,11903,32136,14949,19715,2874,1339,188,146
43220,ZCTA5 43220,Columbus,Franklin,OH,77199,36.1,13319,29355,15781,21116,7420,3816,1205,803
43221,ZCTA5 43221,Upper Arlington,Franklin,OH,110490,37.5,14785,35164,16861,24656,9919,4410,1629,1074
43222,ZCTA5 43222,Columbus,Franklin,OH,22880,40.3,1645,4151,1928,2793,279,47,40,21
43223,ZCTA5 43223,Columbus,Franklin,OH,48097,33.4,9188,27211,14005,18072,1380,582,37,136
43224,ZCTA5 43224,Columbus,Franklin,OH,47078,35.5,17741,43391,21586,29457,3720,1491,330,230
43227,ZCTA5 43227,Columbus,Franklin,OH,42596,37.2,10167,25031,12030,16608,1882,632,69,13
43228,ZCTA5 43228,Lincoln Village,Franklin,OH,61008,33.4,23658,57406,28208,36753,6551,2435,768,319
43229,ZCTA5 43229,Columbus,Franklin,OH,52124,33.0,21734,55168,27041,35426,6106,2069,273,143
43230,ZCTA5 43230,Gahanna,Franklin,OH,87190,37.0,24594,58079,27684,40176,12342,5444,1047,786
43231,ZCTA5 43231,Columbus,Franklin,OH,71574,32.5,8670,23110,10532,14912,3184,1270,64,105
43232,ZCTA5 43232,Columbus,Franklin,OH,47432,33.9,18706,46881,23554,29483,3769,1295,93,136
43235,ZCTA5 43235,West Worthington,Franklin,OH,83371,36.2,19863,45462,22230,32934,11774,5130,1577,1136
